tilt_x,tilt_y,angular_velocity,stable
-2.50919762305275,-6.297341423227607,1.3085284186795298,0
9.014286128198322,0.8380189475671624,1.234893995359999,0
4.639878836228101,7.458916717528165,4.531272902605183,0
1.973169683940732,4.644497728191224,1.2477309992475305,1
-6.87962719115127,6.131222957228996,1.359748630643155,0
-6.880109593275947,3.1756673342143475,3.7969913120898187,0
-8.83832775663601,3.8455312903570498,2.2486992122527,0
7.323522915498703,6.983913031306386,3.883552784775906,0
2.0223002348641756,-5.006639822816281,0.3268307878219262,0
4.161451555920909,-0.21150072713719048,2.4378559683669216,1
-9.588310114083951,-5.5758111636079555,0.16806800091641316,0
9.398197043239886,9.753360159932939,0.3132660172767726,0
6.648852816008436,8.881186793732265,4.532187266722055,0
-5.753217786434477,-9.211463772629882,0.6962268555879758,0
-6.363500655857988,4.111503450313769,2.6621034113760853,0
-6.331909802931324,8.504966348313317,2.055478013003533,0
-3.9151551408092455,-6.388493097453329,1.7367166312942133,0
0.49512863264475726,1.3589046110525889,4.499166728436363,0
-1.3610996271576852,8.309765951760838,0.1091169838774475,0
-4.175417196039161,-9.321080428284024,3.3189484308779456,0
2.23705789444759,3.9484053449367984,4.816972171067752,0
-7.210122786959163,-4.053019852548985,2.80084091730921,0
-4.157107029295637,8.487923907530607,4.684112310165459,0
-2.672763134126166,9.421164903307357,0.26128939643011884,0
-0.8786003156592805,8.885329782268677,2.093966595370807,0
5.703519227860273,-0.5157156668507241,1.3007889548102558,0
-6.006524356832806,7.240853019786268,3.6541048249036487,0
0.28468876827223255,6.890987970701406,4.906485452486233,0
1.8482913772408498,-3.6179905351348873,1.282650312221239,1
-9.070991745600045,6.578309483013548,3.2708730073703722,0
2.1508970380287664,-9.259847305690148,0.9904881637987006,0
-6.58951752625417,1.92539756964106,2.8266512728580495,0
-8.69896814029441,-5.3998232542459395,2.319662433441681,0
8.977710745066666,-7.588662284454424,4.860026648157685,0
9.312640661491187,-8.460935967415818,3.042636363482333,0
6.167946962329221,3.925775517562794,1.747531860434094,0
-3.9077246165325867,-3.2025007246386767,0.5704789244396669,1
-8.046557719872322,4.4953354305752296,0.7562341436746728,0
3.6846605302431374,-8.692873184021153,1.1265846497561753,0
-1.196950125207973,-3.6941932433877938,1.25483330670149,1
-7.5592353031044235,0.7898258475067443,4.253080289205689,0
-0.09646179777459629,5.814463296779271,2.8061139414126246,0
-9.312229577695632,-3.6249499413586017,2.616954556871832,0
8.186408041575643,2.517827528740181,0.5738443593460874,0
-4.824400367999662,7.719554964723741,4.300698466747175,0
3.2504456870796403,2.317263763646091,3.6140715160424186,0
-3.7657784782117805,-5.340810504927324,0.3383418095000079,0
0.40136042355621626,-9.51198436886924,3.539175486148843,0
0.934205586865593,7.401977478018598,2.7176910867132302,0
-6.302910889489459,-9.574611782992257,0.4086267287338913,0
9.391692555291172,7.49403345368399,2.291503207643282,0
5.502656467222291,0.5787426805442397,2.4234814356502348,0
8.789978831283783,8.781353970257925,0.8288727008163788,0
7.896547008552975,5.975664715473307,4.728490735001412,0
1.9579995762217024,9.958682210666751,4.24987685740331,0
8.437484700462335,-2.985763690965797,3.3451116866455415,0
-8.23014995896161,5.343765778622538,2.311477805003036,0
-6.080342751617096,-1.9613817278151569,2.0588277079225428,0
-9.09545422178924,-0.40248759392182265,3.2548673357547706,0
-3.4933933847347127,2.5501092643674017,2.7271593470345272,1
-2.2264542062103594,7.4735422837267755,0.3113655294094281,0
-4.573019364522082,9.681669383985902,2.5625132438516585,0
6.574750183038589,5.365468277290365,4.032018086164197,0
-2.864933466128214,-1.6446643566533243,2.29619938798479,1
-4.381309806252385,-1.5728599544585968,0.25978288777134206,1
0.8539216631649698,4.751646031777829,3.9313909969201655,0
